,,Sri Dharani Wines
,,Closing Stock, (ALL PACKS)
,,As on: 03/04/2026
Sl.,Item,Brand,Pack,Code,BPC,MRP,Godown,Shop,BarCode
819,VODKA,ARIES PRIDE ORANGE VODKA,750,597.1,12,600.00,0.000,0.000,""
820,VODKA,ARIES PRIDE WATERMELAN,750,598.1,12,600.00,0.000,0.000,""
821,VODKA,BALLET PINK VODKA,750,371.1,12,600.00,0.000,0.000,""
822,VODKA,BELUGA GOLD LINE,700,971.1,12,28685.00,0.000,0.000,""
823,VODKA,BELUGA NOBLE,750,686.1,12,7851.00,0.000,0.000,"3890000781088"
824,VODKA,BELUGA TRANSTLANTIC VODKA,750,567.1,12,6815.00,0.000,0.000,"3890000781798"
825,VODKA,BLUE CRYSTAL GREEN VODKA,750,752.1,12,485.00,0.000,0.000,""
826,VODKA,CIROC SNAP FROST VODKA,750,394.1,12,4116.00,0.000,0.000,"5010103937009"
827,VODKA,COPPER HORSE CRAFTED VODK,700,658.1,6,2470.00,0.000,0.000,""
828,VODKA,GRAYSONS MANGO CHILLI VDK,750,28.1,12,440.00,0.000,0.010,"8906111454829"
829,VODKA,GRAYSONS MANGO CHILLI VDK,180,28.3,48,108.00,0.000,0.000,""
830,VODKA,GREEN COCONUT VODKA,750,405.1,12,700.00,0.000,0.000,"8904011614725"
831,VODKA,GREEN COCONUT VODKA,60,405.6,150,58.00,0.000,0.000,"8904011614770"
832,VODKA,GREY GOOSE VODKA,750,34.1,6,4406.00,0.000,0.000,"080480280024"
833,VODKA,GREY GOOSE VODKA,200,34.3,12,1401.00,0.000,0.000,""
834,VODKA,HAKU VODKA,700,966.1,6,4860.00,0.000,0.000,"080686957492"
835,VODKA,ICEON ROCKS APPLE VODKA,750,701.1,12,446.00,0.000,1.000,"8904011610420"
836,VODKA,ICEON ROCKS APPLE VODKA,375,701.2,24,222.00,0.000,0.009,"8904011610444"
837,VODKA,ICEON ROCKS APPLE VODKA,180,701.3,48,108.00,0.000,0.033,"8904011610451"
838,VODKA,ICEON ROCKS APPLE VODKA,90,701.7,96,54.00,0.048,0.015,"8904011610499"
839,VODKA,ICEON ROCKS COFFEE VODKA,180,706.3,48,108.00,0.000,0.000,""
840,VODKA,ICEON ROCKS CRBERRY VODKA,180,705.3,48,108.00,0.000,0.000,""
841,VODKA,ICEON ROCKS CRBERRY VODKA,60,705.6,150,54.00,0.000,0.000,""
842,VODKA,ICEON ROCKS GUAVA VODKA,750,709.1,12,446.00,0.010,0.000,"8904011612127"
843,VODKA,ICEON ROCKS GUAVA VODKA,375,709.2,24,222.00,0.000,0.011,"8904011612141"
844,VODKA,ICEON ROCKS GUAVA VODKA,180,709.3,48,108.00,0.000,0.017,"8904011612158"
845,VODKA,ICEON ROCKS GUAVA VODKA,90,709.7,96,54.00,0.048,0.004,"8904011612196"
846,VODKA,ICEON ROCKS LEMON VODKA,750,702.1,12,446.00,1.000,0.000,"8904011610727"
847,VODKA,ICEON ROCKS LEMON VODKA,375,702.2,24,222.00,0.012,0.000,"8904011610741"
848,VODKA,ICEON ROCKS LEMON VODKA,180,702.3,48,108.00,0.000,0.022,"8904011610758"
849,VODKA,ICEON ROCKS LEMON VODKA,90,702.7,96,54.00,0.000,0.030,"8904011610796"
850,VODKA,ICEON ROCKS MANGO VODKA,180,708.3,48,108.00,0.000,0.000,"8904011611755"
851,VODKA,ICEON ROCKS ORANGE VODKA,750,700.1,12,446.00,0.010,0.001,"8904011610529"
852,VODKA,ICEON ROCKS ORANGE VODKA,375,700.2,24,222.00,0.011,0.001,"8904011610543"
853,VODKA,ICEON ROCKS ORANGE VODKA,180,700.3,48,108.00,0.000,0.024,"8904011610550"
854,VODKA,ICEON ROCKS ORANGE VODKA,90,700.7,96,54.00,0.000,0.037,"8904011610598"
855,VODKA,ICEON ROCKS P.APPLE VODKA,180,707.3,48,108.00,0.000,0.000,"8904011610352"
856,VODKA,ICEON ROCKS STBERRY VODKA,180,703.3,48,108.00,0.000,0.000,"8904011611854"
857,VODKA,JAZZ BLUE VODKA,750,301.1,12,942.00,0.000,0.011,"8906037280113"
858,VODKA,KETEL ONE VODKA,750,519.1,12,2343.00,0.000,0.000,"085156275038"
859,VODKA,MAGIC LEMON & GING VODKA,750,141.1,12,750.00,0.010,0.002,"8902147000474"
860,VODKA,MAGIC LEMON & GING VODKA,375,141.2,24,375.00,0.000,0.012,"8902147000481"
861,VODKA,MAGIC LEMON & GING VODKA,180,141.3,48,188.00,0.024,0.000,"8902147000498"
862,VODKA,MAGIC MOMENT CHOCO VODKA,750,140.1,12,750.00,0.010,0.002,"8902147000511"
863,VODKA,MAGIC MOMENT CHOCO VODKA,375,140.2,24,375.00,0.008,0.004,"8902147000528"
864,VODKA,MAGIC MOMENT CHOCO VODKA,180,140.3,48,188.00,0.000,0.024,"8902147000535"
865,VODKA,MAGIC MOMENTS APPLE VODKA,750,165.1,12,750.00,0.010,0.002,"8902147000351"
866,VODKA,MAGIC MOMENTS APPLE VODKA,500,165.5,18,0.00,0.000,0.000,""
867,VODKA,MAGIC MOMENTS APPLE VODKA,375,165.2,24,375.00,0.000,0.008,"8902147000368"
868,VODKA,MAGIC MOMENTS APPLE VODKA,180,165.3,48,188.00,0.000,0.014,"8902147000375"
869,VODKA,MAGIC MOMENTS APPLE VODKA,60,165.6,150,60.00,0.025,0.025,"8901556001379"
870,VODKA,MAGIC MOMENTS CUCUMBER,750,172.1,12,750.00,0.010,0.002,"8902146368322"
871,VODKA,MAGIC MOMENTS CUCUMBER,375,172.2,24,375.00,0.000,0.000,""
872,VODKA,MAGIC MOMENTS CUCUMBER,180,172.3,48,188.00,0.000,0.000,""
873,VODKA,MAGIC MOMENTS ORAN VODKA,750,164.1,12,750.00,0.000,0.010,"8902147000399"
874,VODKA,MAGIC MOMENTS ORAN VODKA,375,164.2,24,375.00,0.000,0.006,"8902147000405"
875,VODKA,MAGIC MOMENTS ORAN VODKA,180,164.3,48,188.00,0.000,0.012,"8902147000412"
876,VODKA,MAGIC MOMENTS ORAN VODKA,60,164.6,150,60.00,0.050,0.020,"8902146366151"
877,VODKA,MAGIC MOMENTS VIVIDPINK,750,145.1,12,750.00,0.010,0.001,"8907801001088"
878,VODKA,MAGIC MOMENTS VIVIDPINK,375,145.2,24,375.00,0.008,0.003,"8907801001095"
879,VODKA,MAGIC MOMENTS VIVIDPINK,180,145.3,48,188.00,0.000,0.012,"8907801001101"
880,VODKA,MAGIC MOMENTS WATERMELON,750,171.1,12,750.00,0.000,0.006,"8902146368025"
881,VODKA,MAGIC MOMENTS WATERMELON,375,171.2,24,375.00,0.000,0.011,"8902146368032"
882,VODKA,MAGIC MOMENTS WATERMELON,180,171.3,48,188.00,0.000,0.020,"8902146368049"
883,VODKA,MAGIC MOMENTS WATERMELON,60,171.6,150,60.00,0.050,0.056,"8901556001386"
884,VODKA,MAGIC MOVMENTS VODKA,750,234.1,12,750.00,0.010,0.002,"8902147104929"
885,VODKA,MAGIC MOVMENTS VODKA,375,234.2,24,375.00,0.008,0.004,"8902147104936"
886,VODKA,MAGIC MOVMENTS VODKA,180,234.3,48,188.00,0.000,0.022,"8902147104943"
887,VODKA,MAGIC MOVMENTS VODKA,60,234.6,150,60.00,1.000,0.000,""
888,VODKA,MCDOWELLS PREMIUM VODKA,750,135.1,12,794.00,0.000,0.000,"8902967603015"
889,VODKA,MCDOWELLS PREMIUM VODKA,180,135.3,48,200.00,0.000,0.000,"8902967603022"
890,VODKA,NEON GUVA VODKA,750,479.1,12,456.00,0.000,0.000,"8908012973218"
891,VODKA,NEON GUVA VODKA,500,479.5,18,300.00,0.000,0.000,""
892,VODKA,NEON ORANGE VODKA,750,323.1,12,456.00,0.000,0.000,""
893,VODKA,NEON ORANGE VODKA,375,323.6,24,228.00,0.000,0.001,"8904011614572"
894,VODKA,OCHRE SB PEACH&CHERRY VDK,750,769.1,12,1380.00,0.000,0.008,""
895,VODKA,OCHRE SB SAFFRON VODKA,750,770.1,12,1380.00,0.006,0.003,""
896,VODKA,OFF LIMITS APPLE VODKA,750,463.1,12,930.00,0.000,0.000,"8908012973171"
897,VODKA,OFF LIMITS APPLE VODKA,180,463.3,48,240.00,0.000,0.000,""
898,VODKA,OFF LIMITS CRAFTED VODKA,750,349.1,12,810.00,0.000,0.000,""
899,VODKA,OFF LIMITS CRAFTED VODKA,375,349.2,24,0.00,0.000,0.000,""
900,VODKA,OFF LIMITS CRAFTED VODKA,180,349.3,48,210.00,0.000,0.000,"8908012973041"
901,VODKA,OFF LIMITS ORANGE VODKA,750,464.1,12,930.00,0.000,0.000,""
902,VODKA,OXYZEN APPLE VODKA,750,794.1,12,0.00,0.000,0.000,""
903,VODKA,OXYZEN ORANGE VODKA,750,793.1,12,0.00,0.000,0.000,""
904,VODKA,OXYZEN VANILLA VODKA,750,791.1,12,0.00,0.000,0.000,""
905,VODKA,OXYZEN VODKA,750,792.1,12,0.00,0.000,0.000,""
906,VODKA,PREM ROMANOV VODKA,750,358.1,12,425.00,0.000,1.000,"8906111451286"
907,VODKA,PREM ROMANOV VODKA,375,358.2,24,213.00,0.000,0.012,"8906111451279"
908,VODKA,PREM ROMANOV VODKA,180,358.3,48,104.00,0.000,0.016,"8906111451262"
909,VODKA,PREM ROMANOV VODKA,90,358.7,96,52.00,0.000,0.055,""
910,VODKA,PREM ROMANOV VODKA LEMON,750,352.1,12,425.00,0.000,0.010,"8906111451408"
911,VODKA,PREM ROMANOV VODKA LEMON,375,352.2,24,213.00,0.000,0.012,"8906111451392"
912,VODKA,PREM ROMANOV VODKA LEMON,180,352.3,48,104.00,0.000,0.012,"8906111451385"
913,VODKA,PREM ROMANOV VODKA LEMON,90,352.4,96,52.00,0.000,0.000,"8906111453150"
914,VODKA,PREM ROMANOV VODKA ORANGE,750,353.1,12,425.00,0.000,1.000,"8906111451378"
915,VODKA,PREM ROMANOV VODKA ORANGE,500,353.5,18,285.00,0.000,0.006,""
916,VODKA,PREM ROMANOV VODKA ORANGE,375,353.2,24,213.00,0.000,0.012,"8906111451361"
917,VODKA,PREM ROMANOV VODKA ORANGE,180,353.3,48,104.00,0.000,0.017,"8906111451354"
918,VODKA,PREM ROMANOV VODKA ORANGE,90,353.7,96,52.00,0.000,0.055,"8906111453143"
919,VODKA,RESOLUTE BLACK VODKA,750,250.1,12,840.00,0.000,0.000,""
920,VODKA,RESOLUTE BLACK VODKA,180,250.3,48,210.00,0.000,0.000,""
921,VODKA,RESOLUTE CRYSTAL VODKA,750,248.1,12,893.00,0.000,0.000,"8908000491014"
922,VODKA,RESOLUTE CRYSTAL VODKA,180,248.3,48,0.00,0.000,0.000,"8908000491052"
923,VODKA,RESOLUTE PINK VODKA,750,249.1,12,898.00,0.005,0.006,"8908000491038"
924,VODKA,RESOLUTE PINK VODKA,180,249.3,48,224.00,0.021,0.002,"8908000491045"
925,VODKA,ROBERTO CAVALI VODKA,750,679.1,12,6659.00,0.000,0.000,""
926,VODKA,SILVER CREST ORANGE VODKA,750,446.1,12,568.00,0.000,0.000,""
927,VODKA,SILVER CREST VODKA,750,445.1,12,588.00,0.000,0.000,""
928,VODKA,SMIRNOF G.APPLE T D VODKA,750,454.1,12,1037.00,0.000,0.010,"8901655221128"
929,VODKA,SMIRNOF G.APPLE T D VODKA,375,454.2,24,521.00,0.000,0.010,"8901655221135"
930,VODKA,SMIRNOF G.APPLE T D VODKA,180,454.3,48,264.00,0.000,0.018,"8901655221166"
931,VODKA,SMIRNOF G.APPLE T D VODKA,60,454.6,150,90.00,0.000,0.028,"8901655221159"
932,VODKA,SMIRNOFF MINTY JAMUN VODK,750,330.1,12,1103.00,0.000,0.010,"8901655109518"
933,VODKA,SMIRNOFF MINTY JAMUN VODK,180,330.3,48,272.00,0.000,0.007,"8901655109563"
934,VODKA,SMIRNOFF MIRCHI MANGO VOD,750,326.1,12,1103.00,1.000,0.003,"8901655109501"
935,VODKA,SMIRNOFF MIRCHI MANGO VOD,180,326.3,48,272.00,0.000,0.016,"8901655109556"
936,VODKA,SMIRNOFF ORANGE T D VODKA,750,453.1,12,1037.00,0.000,0.010,"8901655216124"
937,VODKA,SMIRNOFF ORANGE T D VODKA,375,453.2,24,521.00,0.000,0.009,"8901655216131"
938,VODKA,SMIRNOFF ORANGE T D VODKA,180,453.3,48,264.00,0.024,0.030,"8901655216162"
939,VODKA,SMIRNOFF ORANGE T D VODKA,60,453.6,150,90.00,0.050,0.017,"8901655216155"
940,VODKA,SMIRNOFF TRIPLE DIS VODKA,750,452.1,12,912.00,0.000,1.008,"8901655211129"
941,VODKA,SMIRNOFF TRIPLE DIS VODKA,375,452.2,24,482.00,0.000,0.008,"8901655211136"
942,VODKA,SMIRNOFF TRIPLE DIS VODKA,180,452.3,48,242.00,0.000,0.014,"8901655211181"
943,VODKA,SMIRNOFF TRIPLE DIS VODKA,60,452.6,150,84.00,0.025,0.024,"8901655211150"
944,VODKA,SMIRNOFF ZESTY LIME VODKA,750,331.1,12,1103.00,0.000,1.000,"8901655109679"
945,VODKA,SMIRNOFF ZESTY LIME VODKA,180,331.3,48,272.00,0.012,0.012,"8901655109686"
946,VODKA,STOLI CUCUMBER FLAV VODKA,700,343.1,12,2746.00,0.000,0.000,"4750021007767"
947,VODKA,STOLI GOLD PREMIUM VODKA,750,564.1,12,3350.00,0.000,0.000,"811751021943"
948,VODKA,STOLI SALTED CARAMED VODK,700,346.1,12,2746.00,0.000,0.000,"4750021005091"
949,VODKA,STOLI THE ORIGINAL VODKA,750,882.1,12,2454.00,0.000,0.000,"4750021000157"
950,VODKA,STOLICHNAYA VODKA,750,536.1,12,1970.00,0.000,0.000,""
951,VODKA,THE WAREHOUSE VODKA,750,821.1,12,430.00,0.000,0.000,""
952,VODKA,THE WAREHOUSE VODKA,375,821.2,24,264.00,0.000,0.000,""
953,VODKA,THE WAREHOUSE VODKA,180,821.3,48,132.00,0.000,0.000,""
954,VODKA,TITOS HANDMADE VODKA,750,199.1,12,3555.00,0.000,0.000,"619947000020"
955,VODKA,ULUVKA VODKA,700,956.1,12,5408.00,0.000,0.000,"5060103020003"
956,VODKA,VERVE CRANBERY VODKA,750,952.1,12,840.00,0.000,0.000,""
957,VODKA,VERVE MAGIC MOV G APP VOD,750,369.1,12,840.00,0.000,0.000,"8907801011124"
958,VODKA,VERVE MAGIC MOV LEMON VOD,750,367.1,12,840.00,0.000,0.000,"8907801017126"
959,VODKA,VERVE MAGIC MOV ORANGE VO,750,368.1,12,840.00,0.000,0.000,"8907801012121"
960,VODKA,VERVE MAGICMOMENTS VODKA,750,366.1,12,830.00,0.000,0.000,"8907801014125"
961,VODKA,WORST FELLOW LEMON VODKA,750,391.1,12,750.00,0.000,0.000,""
962,VODKA,WORST FELLOW ORANGE VODKA,750,459.1,12,750.00,0.000,0.000,""
963,VODKA,WORST FELLOW PLAIN VODKA,750,460.1,12,700.00,0.000,0.000,""
964,VODKA,ZUBROWKA BIALA VODKA,700,740.1,6,1890.00,0.000,0.000,"5900343010146"
965,WHISKY,8 PM PREMIUM BLACK WHISKY,750,416.1,12,744.00,0.000,0.000,"8901556199922"
966,WHISKY,AMRUT AMALGAM MALT WHISKY,750,302.1,12,3054.00,0.000,0.000,"8901193502857"
967,WHISKY,AMRUT FUSN SINGLE WHISKY,750,131.1,12,3300.00,0.000,0.000,"8901193500969"
968,WHISKY,ANTIQUITY BLUE WHISKY,750,359.1,12,1212.00,0.000,0.010,"8902967203444"
969,WHISKY,ANTIQUITY BLUE WHISKY,375,359.2,24,608.00,0.000,0.010,"8902967203451"
970,WHISKY,ANTIQUITY BLUE WHISKY,180,359.3,48,311.00,0.000,0.019,"8902967214761"
971,WHISKY,ASURA RARE WHISKY,750,421.1,12,480.00,0.000,0.000,""
972,WHISKY,ASURA RARE WHISKY,375,421.2,24,240.00,0.000,0.000,""
973,WHISKY,ASURA RARE WHISKY,180,421.3,48,120.00,0.000,0.000,""
974,WHISKY,BELLEVOYE FINITION GRAIN,700,995.1,12,10961.00,0.000,0.000,"3770005053055"
975,WHISKY,BLACK VELVET CANAD WHISKY,750,198.1,12,3054.00,0.000,0.000,""
976,WHISKY,BLEND PRIDE RESV WHISKY,750,267.1,12,1178.00,0.000,0.000,""
977,WHISKY,BLEND PRIDE RESV WHISKY,375,267.2,24,0.00,0.000,0.000,""
978,WHISKY,BLEND PRIDE RESV WHISKY,180,267.3,48,0.00,0.000,0.000,""
979,WHISKY,BLENDERS PRIDE WHISKY,2000,18.8,6,2460.00,0.000,1.000,"8901522004052"
980,WHISKY,BLENDERS PRIDE WHISKY,750,18.1,12,1080.00,1.000,0.000,"8901522000054"
981,WHISKY,BLENDERS PRIDE WHISKY,375,18.2,24,540.00,0.000,0.018,"8901522001051"
982,WHISKY,BLENDERS PRIDE WHISKY,180,18.3,48,270.00,0.000,0.004,"8901522002058"
983,WHISKY,BLENDERS PRIDE WHISKY,60,18.6,150,95.00,0.000,0.030,""
984,WHISKY,COTOMBI RES CHARRED WHY,750,955.1,12,1690.00,0.000,0.000,"8906037281363"
985,WHISKY,DEVANS SINGLEMALT LUX WHY,750,783.1,6,5000.00,0.000,0.000,""
986,WHISKY,DONALS SPL MALT WHISKY,750,438.1,12,450.00,0.000,0.000,""
987,WHISKY,EASTCOAST PREM MALT WHY,750,552.1,12,598.00,0.000,0.000,""
988,WHISKY,ECLIPSE PREMIUM WHISKY,60,619.4,150,111.00,0.000,0.000,"8908006178155"
989,WHISKY,EDEN BLENDED MALT WHISKY,750,997.1,12,1660.00,0.000,0.006,"8906169710069"
990,WHISKY,ELIJAH CRAIG SMALL WHISKY,750,196.1,12,7500.00,0.000,0.000,"096749000067"
991,WHISKY,ENSO JAPANESE WHISKY,750,656.1,12,3130.00,0.000,0.000,"8908009077141"
992,WHISKY,EVAN WILLIAM KENTUCKY WKY,750,191.1,12,3564.00,0.000,0.000,""
993,WHISKY,GLENDALE RESERVE BLEN WHY,750,695.1,12,1890.00,0.000,0.000,""
994,WHISKY,GODAWAN S M F&S A WHY NO2,700,126.1,12,3518.00,0.000,0.000,"8902967214303"
995,WHISKY,GODAWAN S M R&R A WHY NO1,700,125.1,12,3518.00,0.000,0.000,"8902967214280"
996,WHISKY,GOLD AMAZE LUX WHISKY,750,297.1,12,995.00,0.000,0.005,"8908020523030"
997,WHISKY,GOLDEN TOUCH WHISKY,375,322.2,24,600.00,0.000,0.001,""
998,WHISKY,GRAYSONS MAX ROYALE WHY,750,439.1,12,598.00,0.000,1.000,"8906111452511"
999,WHISKY,GRAYSONS MAX ROYALE WHY,180,439.3,48,147.00,0.000,0.000,""
1000,WHISKY,GREEN CHANNEL WHISKY,750,694.1,12,318.00,0.000,0.000,"8904011600421"
1001,WHISKY,GREEN CHANNEL WHISKY,180,694.3,48,78.00,0.000,0.000,"8904011600452"
1002,WHISKY,GREENWICH VINTAGE WHISKY,750,573.1,12,960.00,0.000,0.000,""
1003,WHISKY,HIGH STAKES CRAFTED WHY,750,186.1,12,1060.00,0.000,0.000,"8908012973003"
1004,WHISKY,HIGH STAKES CRAFTED WHY,180,186.3,48,264.00,0.000,0.000,"8908012973010"
1005,WHISKY,HIGHBURY GRAIN WHISKY,750,875.1,12,900.00,0.000,0.000,""
1006,WHISKY,IMPERIAL BLUE WHISKY,750,25.1,12,544.00,1.000,0.007,"8901522002652"
1007,WHISKY,IMPERIAL BLUE WHISKY,375,25.2,24,273.00,0.000,0.014,"8901522003659"
1008,WHISKY,IMPERIAL BLUE WHISKY,180,25.3,48,142.00,0.000,0.017,"8901522004656"
1009,WHISKY,IMPERIAL BLUE WHISKY,90,25.7,96,74.00,0.000,0.051,"8901522005653"
1010,WHISKY,INDRI SINGLE MALT IND WHY,750,492.1,12,4200.00,0.000,0.000,"8908005173762"
1011,WHISKY,IWAI MARS TRADATION WKY,750,902.1,12,7047.00,0.000,0.000,"4976881520592"
1012,WHISKY,IWAI MARS WHISKY,750,903.1,12,4926.00,0.000,0.000,""
1013,WHISKY,JEFFERIES PRE BLEN WHISKY,750,471.1,12,540.00,0.000,0.000,""
1014,WHISKY,LAPH ISLAY SM SCO WHY 10Y,750,985.1,12,6580.00,0.000,0.000,"5010019640253"
1015,WHISKY,LEGACY PREM BLEND WHISKY,750,886.1,12,1176.00,0.000,0.000,"8905664762269"
1016,WHISKY,LEGACY PREM BLEND WHISKY,375,886.2,24,558.00,0.000,0.000,"8905664762276"
1017,WHISKY,LEGACY PREM BLEND WHISKY,180,886.5,48,282.00,0.000,0.000,"8905664762283"
1018,WHISKY,LIONSGATE BLUE WHY,750,223.1,12,564.00,0.000,0.000,""
1019,WHISKY,M.H GOLD BARREL WHISKY,750,290.1,12,730.00,0.000,0.000,""
1020,WHISKY,M.H GOLD BARREL WHISKY,375,290.2,24,365.00,0.000,0.000,""
1021,WHISKY,M.H GOLD BARREL WHISKY,180,290.3,48,180.00,0.000,0.000,""
1022,WHISKY,MAGPIE BLENDED SCOTCH WHY,1000,507.1,12,2100.00,0.000,0.000,""
1023,WHISKY,MAKERS DELIGHT PRE WHISKY,375,775.2,24,252.00,0.000,0.010,""
1024,WHISKY,MAKERS DELIGHT PRE WHISKY,180,775.3,48,0.00,0.000,0.008,""
1025,WHISKY,MAQINTOSH SILVER WHISKY,750,303.1,12,1080.00,0.000,0.000,"8901193500396"
1026,WHISKY,MARIE CELESTE SCOTCH WHY,700,488.1,12,1698.00,0.000,0.000,"3014409009417"
1027,WHISKY,MC'DOWELL RESERVE WHISKY,2000,259.8,6,1787.00,0.000,0.000,"8902967208364"
1028,WHISKY,MC'DOWELL RESERVE WHISKY,1000,259.4,9,746.00,0.000,0.000,"8902967200566"
1029,WHISKY,MC'DOWELL RESERVE WHISKY,750,259.1,12,570.00,0.008,0.004,"8902967200573"
1030,WHISKY,MC'DOWELL RESERVE WHISKY,375,259.2,24,286.00,0.000,0.000,"8902967200580"
1031,WHISKY,MC'DOWELL RESERVE WHISKY,180,259.3,48,141.00,0.000,0.031,"8902967200597"
1032,WHISKY,MC'DOWELL RESERVE WHISKY,90,259.7,96,71.00,0.000,0.062,"8902967206605"
1033,WHISKY,OAKEN GLOW PREMIUM WHY,750,505.1,12,958.00,0.000,0.000,""
1034,WHISKY,OAKEN GLOW PREMIUM WHY,375,505.2,24,479.00,0.000,0.000,""
1035,WHISKY,OAKEN GLOW PREMIUM WHY,180,505.3,48,225.00,0.000,0.000,"8901522002072"
1036,WHISKY,OAKEN GLOW PREMIUM WHY,90,505.7,96,114.00,0.000,0.000,"8901522005066"
1037,WHISKY,OAKSMITH GOLD BLEN WHISKY,750,403.1,12,1155.00,0.000,0.000,"8901488000600"
1038,WHISKY,OAKSMITH GOLD BLEN WHISKY,375,403.2,24,580.00,0.000,0.000,"8901488000624"
1039,WHISKY,OAKSMITH GOLD BLEN WHISKY,180,403.3,48,288.00,0.000,0.000,"8901488000648"
1040,WHISKY,OAKSMITH INT BLEND WHISKY,750,404.1,12,910.00,0.000,0.001,"8901488000594"
1041,WHISKY,OAKSMITH INT BLEND WHISKY,375,404.2,24,460.00,0.000,0.000,"8901488000617"
1042,WHISKY,OAKSMITH INT BLEND WHISKY,180,404.3,48,228.00,0.000,0.000,"8901488000631"
1043,WHISKY,OAKTON BARREL WHISKY,750,334.1,12,930.00,0.000,0.000,""
1044,WHISKY,OLD OAK PREMIUM WHISKY,750,602.1,12,960.00,0.000,0.000,"8906037280014"
1045,WHISKY,OLD TOWN INDIAN BLEND WHY,750,556.1,12,792.00,0.000,0.000,""
1046,WHISKY,PAUL JOHN NIRVANA WHISKY,750,63.1,12,2253.00,0.000,0.000,""
1047,WHISKY,PETER SCOT EXTRA PREM WHY,750,409.1,12,1275.00,0.000,0.000,"8901503100087"
1048,WHISKY,PETER SCOT WHISKY,750,35.1,12,1030.00,0.000,0.000,"8901503200169"
1049,WHISKY,R.S BARREL SELECT WHISKY,750,268.1,12,732.00,0.000,0.000,""
1050,WHISKY,R.S BARREL SELECT WHISKY,375,268.2,24,372.00,0.000,0.000,""
1051,WHISKY,R.S BARREL SELECT WHISKY,180,268.3,48,186.00,0.000,0.000,""
1052,WHISKY,RC AMERICAN PRIDE G.B.WK,750,744.1,12,1030.00,0.000,0.000,"8902967213665"
1053,WHISKY,RC AMERICAN PRIDE G.B.WK,180,744.3,48,260.00,0.000,0.000,"8902967213870"
1054,WHISKY,ROCK WHISKY,750,603.1,12,588.00,0.000,0.000,"8906037280168"
1055,WHISKY,ROULETTE PEATED PREM WHY,750,610.1,12,1160.00,0.000,0.000,"8904014874942"
1056,WHISKY,ROULETTE UNPEATED PRE WHY,750,608.1,12,1160.00,0.000,0.000,""
1057,WHISKY,ROYAL CHALLENGE WHISKY,2000,39.8,6,1961.00,0.000,0.005,"8902967213764"
1058,WHISKY,ROYAL CHALLENGE WHISKY,1000,39.4,9,1073.00,0.000,0.008,"8902967213771"
1059,WHISKY,ROYAL CHALLENGE WHISKY,750,39.1,12,807.00,0.000,0.007,"8902967213788"
1060,WHISKY,ROYAL CHALLENGE WHISKY,375,39.2,24,404.00,0.000,0.016,"8902967213795"
1061,WHISKY,ROYAL CHALLENGE WHISKY,180,39.3,48,202.00,0.000,0.032,"8902967215669"
1062,WHISKY,ROYAL CHALLENGE WHISKY,90,39.7,96,105.00,0.000,0.047,"8902967213818"
1063,WHISKY,ROYAL CHALLENGE WHISKY,60,39.6,150,66.00,0.000,0.000,""
1064,WHISKY,ROYAL GOLD SEAL WHISKY,375,231.1,24,2100.00,0.000,0.018,"8000570467403"
1065,WHISKY,ROYAL GREEN DELUXE WKY,2000,286.8,6,1942.00,0.000,0.000,""
1066,WHISKY,ROYAL GREEN DELUXE WKY,750,286.1,12,756.00,0.000,0.000,"8908002916430"
1067,WHISKY,ROYAL RANTHAMBORE RES WHY,750,431.1,12,1630.00,0.000,0.000,"8902147004649"
1068,WHISKY,ROYAL RANTHAMBORE RES WHY,180,431.3,48,414.00,0.000,0.000,"8902147004724"
1069,WHISKY,ROYAL RANTHAMBORE RES WHY,60,431.6,150,138.00,0.000,0.000,"8902147004953"
1070,WHISKY,ROYAL STAG WHISKY,2000,38.8,6,1858.00,0.000,0.003,"8901522006094"
1071,WHISKY,ROYAL STAG WHISKY,750,38.1,12,598.00,4.000,0.005,"8901522000092"
1072,WHISKY,ROYAL STAG WHISKY,375,38.2,24,299.00,1.000,0.009,"8901522001099"
1073,WHISKY,ROYAL STAG WHISKY,180,38.3,48,147.00,2.000,1.000,"8901522002096"
1074,WHISKY,ROYAL STAG WHISKY,60,38.6,150,63.00,0.000,0.000,""
1075,WHISKY,SIGNATURE PREMIUM GR WKY,750,473.1,12,1109.00,0.000,0.000,"8902967204465"
1076,WHISKY,SIGNATURE PREMIUM GR WKY,375,473.2,24,555.00,0.000,0.000,"8902967205806"
1077,WHISKY,SIGNATURE PREMIUM GR WKY,180,473.3,48,290.00,0.000,0.000,"8902967205813"
1078,WHISKY,SIGNATURE RARE WHISKY,2000,40.8,6,2213.00,0.000,0.000,"8902967211197"
1079,WHISKY,SIGNATURE RARE WHISKY,1000,40.4,9,1246.00,0.000,0.000,"8902967200108"
1080,WHISKY,SIGNATURE RARE WHISKY,750,40.1,12,1056.00,0.009,0.001,"8902967200115"
1081,WHISKY,SIGNATURE RARE WHISKY,375,40.2,24,532.00,0.000,0.000,"8902967200122"
1082,WHISKY,SIGNATURE RARE WHISKY,180,40.3,48,266.00,0.000,0.012,"8902967200139"
1083,WHISKY,TAMNAVULIN SCOTCH WHISKY,700,563.1,12,5410.00,0.000,0.000,"5013967011557"
1084,WHISKY,THE GLENGARRY HIGH.B.S.W,750,739.1,12,2040.00,0.000,0.000,""
1085,WHISKY,THE GLENGARRY RESERV HBSW,1000,118.4,12,2850.00,0.000,0.000,"5016840734628"
